year,industry,occupation,job_vacancy_rate
2023,cleaning and landscaping,"production and transport operators, cleaners and labourers",4.1
2023,cleaning and landscaping,"professionals, managers and executives",-
2023,cleaning and landscaping,"non-professionals, managers and executives",3.9
2023,other administrative and support services,"professionals, managers, executives and technicians",5.6
2023,other administrative and support services,"clerical, sales and services workers",4.7
2023,other administrative and support services,"production and transport operators, cleaners and labourers",4.8
2023,other administrative and support services,"professionals, managers and executives",7
2023,other administrative and support services,"non-professionals, managers and executives",4.6
2023,"community, social and personal services","professionals, managers, executives and technicians",5
2023,"community, social and personal services","clerical, sales and services workers",6
2023,"community, social and personal services","production and transport operators, cleaners and labourers",3.8
2023,"community, social and personal services","professionals, managers and executives",4.7
2023,"community, social and personal services","non-professionals, managers and executives",5.6
2023,public administration and education,"professionals, managers, executives and technicians",4.8
2023,public administration and education,"clerical, sales and services workers",9.9
2023,public administration and education,"production and transport operators, cleaners and labourers",3.2
2023,public administration and education,"professionals, managers and executives",4.7
